"ensembl_gene_id","external_gene_name","go_id","name_1006"
"ENSDARG00000056160","HSPD1","GO:0042110","T cell activation"
"ENSDARG00000056160","HSPD1","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000056160","HSPD1","GO:0032729","positive regulation of type II interferon production"
"ENSDARG00000056160","HSPD1","GO:0042246","tissue regeneration"
"ENSDARG00000056160","HSPD1","GO:0008637","apoptotic mitochondrial changes"
"ENSDARG00000056160","HSPD1","GO:0050870","positive regulation of T cell activation"
"ENSDARG00000056160","HSPD1","GO:0010506","regulation of autophagy"
"ENSDARG00000056160","HSPD1","GO:0045041","protein import into mitochondrial intermembrane space"
"ENSDARG00000056160","HSPD1","GO:0042026","protein refolding"
"ENSDARG00000056160","HSPD1","GO:0032727","positive regulation of interferon-alpha production"
"ENSDARG00000056160","HSPD1","GO:0034514","mitochondrial unfolded protein response"
"ENSDARG00000056160","HSPD1","GO:0140662","ATP-dependent protein folding chaperone"
"ENSDARG00000056160","HSPD1","GO:0010821","regulation of mitochondrion organization"
"ENSDARG00000056160","HSPD1","GO:0060297","regulation of sarcomere organization"
"ENSDARG00000056160","HSPD1","GO:1903779","regulation of cardiac conduction"
"ENSDARG00000104733","COQ4","GO:0006744","ubiquinone biosynthetic process"
"ENSDARG00000104733","COQ4","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000092553","SLC25A5","GO:1990544","mitochondrial ATP transmembrane transport"
"ENSDARG00000092553","SLC25A5","GO:0140021","mitochondrial ADP transmembrane transport"
"ENSDARG00000092553","SLC25A5","GO:0005471","ATP:ADP antiporter activity"
"ENSDARG00000092553","SLC25A5","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000092553","SLC25A5","GO:0055085","transmembrane transport"
"ENSDARG00000024478","MPC2","GO:0006850","mitochondrial pyruvate transmembrane transport"
"ENSDARG00000024478","MPC2","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000056978","LETM1","GO:0043022","ribosome binding"
"ENSDARG00000056978","LETM1","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000056978","LETM1","GO:0005509","calcium ion binding"
"ENSDARG00000042521","si:dkey-251i10.1","GO:1990544","mitochondrial ATP transmembrane transport"
"ENSDARG00000042521","si:dkey-251i10.1","GO:0140021","mitochondrial ADP transmembrane transport"
"ENSDARG00000042521","si:dkey-251i10.1","GO:0005471","ATP:ADP antiporter activity"
"ENSDARG00000042521","si:dkey-251i10.1","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000042521","si:dkey-251i10.1","GO:0055085","transmembrane transport"
"ENSDARG00000095897","atp5f1e","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000095897","atp5f1e","GO:0045261","proton-transporting ATP synthase complex, catalytic core F(1)"
"ENSDARG00000095897","atp5f1e","GO:0015986","proton motive force-driven ATP synthesis"
"ENSDARG00000095897","atp5f1e","GO:0046933","proton-transporting ATP synthase activity, rotational mechanism"
"ENSDARG00000099997","cox20","GO:0033617","mitochondrial cytochrome c oxidase assembly"
"ENSDARG00000099997","cox20","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000109392","","GO:0045271","respiratory chain complex I"
"ENSDARG00000109392","","GO:0006120","mitochondrial electron transport, NADH to ubiquinone"
"ENSDARG00000109392","","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000059805","SLC25A38","GO:1904983","glycine import into mitochondrion"
"ENSDARG00000059805","SLC25A38","GO:0015187","glycine transmembrane transporter activity"
"ENSDARG00000059805","SLC25A38","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000059805","SLC25A38","GO:0055085","transmembrane transport"
"ENSDARG00000090861","","GO:1990544","mitochondrial ATP transmembrane transport"
"ENSDARG00000090861","","GO:0140021","mitochondrial ADP transmembrane transport"
"ENSDARG00000090861","","GO:0005471","ATP:ADP antiporter activity"
"ENSDARG00000090861","","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000042777","ndufa11","GO:0045271","respiratory chain complex I"
"ENSDARG00000042777","ndufa11","GO:0006120","mitochondrial electron transport, NADH to ubiquinone"
"ENSDARG00000042777","ndufa11","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000099663","COX5A","GO:0045277","respiratory chain complex IV"
"ENSDARG00000099663","COX5A","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000099663","COX5A","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen"
"ENSDARG00000114173","trap1","GO:0046872","metal ion binding"
"ENSDARG00000114173","trap1","GO:0005524","ATP binding"
"ENSDARG00000114173","trap1","GO:0016887","ATP hydrolysis activity"
"ENSDARG00000114173","trap1","GO:0019901","protein kinase binding"
"ENSDARG00000114173","trap1","GO:0051082","unfolded protein binding"
"ENSDARG00000114173","trap1","GO:0006457","protein folding"
"ENSDARG00000114173","trap1","GO:0042802","identical protein binding"
"ENSDARG00000114173","trap1","GO:0005509","calcium ion binding"
"ENSDARG00000114173","trap1","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000114173","trap1","GO:0000287","magnesium ion binding"
"ENSDARG00000114173","trap1","GO:0140662","ATP-dependent protein folding chaperone"
"ENSDARG00000116120","cox6a2","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000113366","slc25a6","GO:1990544","mitochondrial ATP transmembrane transport"
"ENSDARG00000113366","slc25a6","GO:0140021","mitochondrial ADP transmembrane transport"
"ENSDARG00000113366","slc25a6","GO:0005471","ATP:ADP antiporter activity"
"ENSDARG00000113366","slc25a6","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000110586","","GO:0043022","ribosome binding"
"ENSDARG00000110586","","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000110254","","GO:0043022","ribosome binding"
"ENSDARG00000110254","","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000110254","","GO:0005509","calcium ion binding"
"ENSDARG00000038643","alas2","GO:0006778","porphyrin-containing compound metabolic process"
"ENSDARG00000038643","alas2","GO:0003870","5-aminolevulinate synthase activity"
"ENSDARG00000038643","alas2","GO:0005759","mitochondrial matrix"
"ENSDARG00000038643","alas2","GO:0016740","transferase activity"
"ENSDARG00000038643","alas2","GO:0009058","biosynthetic process"
"ENSDARG00000038643","alas2","GO:0033014","tetrapyrrole biosynthetic process"
"ENSDARG00000038643","alas2","GO:0030170","pyridoxal phosphate binding"
"ENSDARG00000021059","ALAS1","GO:0006778","porphyrin-containing compound metabolic process"
"ENSDARG00000021059","ALAS1","GO:0003870","5-aminolevulinate synthase activity"
"ENSDARG00000021059","ALAS1","GO:0005759","mitochondrial matrix"
"ENSDARG00000021059","ALAS1","GO:0016740","transferase activity"
"ENSDARG00000021059","ALAS1","GO:0009058","biosynthetic process"
"ENSDARG00000021059","ALAS1","GO:0033014","tetrapyrrole biosynthetic process"
"ENSDARG00000021059","ALAS1","GO:0030170","pyridoxal phosphate binding"
"ENSDARG00000023058","foxo3a","GO:0003677","DNA binding"
"ENSDARG00000023058","foxo3a","GO:0003700","DNA-binding transcription factor activity"
"ENSDARG00000023058","foxo3a","GO:0006355","regulation of DNA-templated transcription"
"ENSDARG00000023058","foxo3a","GO:0005634","nucleus"
"ENSDARG00000023058","foxo3a","GO:0005737","cytoplasm"
"ENSDARG00000023058","foxo3a","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding"
"ENSDARG00000023058","foxo3a","GO:0006357","regulation of transcription by RNA polymerase II"
"ENSDARG00000023058","foxo3a","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific"
"ENSDARG00000023058","foxo3a","GO:0043565","sequence-specific DNA binding"
"ENSDARG00000023058","foxo3a","GO:0005759","mitochondrial matrix"
"ENSDARG00000023058","foxo3a","GO:0043523","regulation of neuron apoptotic process"
"ENSDARG00000023058","foxo3a","GO:0051960","regulation of nervous system development"
"ENSDARG00000039887","C1QBP","GO:0005759","mitochondrial matrix"
"ENSDARG00000004880","ACSM3","GO:0005759","mitochondrial matrix"
"ENSDARG00000004880","ACSM3","GO:0016874","ligase activity"
"ENSDARG00000004880","ACSM3","GO:0006631","fatty acid metabolic process"
"ENSDARG00000004880","ACSM3","GO:0006637","acyl-CoA metabolic process"
"ENSDARG00000004880","ACSM3","GO:0004321","fatty-acyl-CoA synthase activity"
"ENSDARG00000004880","ACSM3","GO:0015645","fatty acid ligase activity"
"ENSDARG00000004880","ACSM3","GO:0006633","fatty acid biosynthetic process"
"ENSDARG00000004880","ACSM3","GO:0016405","CoA-ligase activity"
"ENSDARG00000004880","ACSM3","GO:0016878","acid-thiol ligase activity"
"ENSDARG00000113125","alas2","GO:0006778","porphyrin-containing compound metabolic process"
"ENSDARG00000113125","alas2","GO:0003870","5-aminolevulinate synthase activity"
"ENSDARG00000113125","alas2","GO:0005759","mitochondrial matrix"
"ENSDARG00000113125","alas2","GO:0016740","transferase activity"
"ENSDARG00000113125","alas2","GO:0009058","biosynthetic process"
"ENSDARG00000113125","alas2","GO:0033014","tetrapyrrole biosynthetic process"
"ENSDARG00000113125","alas2","GO:0030170","pyridoxal phosphate binding"
