"ensembl_gene_id","external_gene_name","go_id","name_1006"
"ENSDARG00000074552","NDUFS7","GO:0045271","respiratory chain complex I"
"ENSDARG00000074552","NDUFS7","GO:0046872","metal ion binding"
"ENSDARG00000074552","NDUFS7","GO:0008137","NADH dehydrogenase (ubiquinone) activity"
"ENSDARG00000074552","NDUFS7","GO:0009060","aerobic respiration"
"ENSDARG00000074552","NDUFS7","GO:0051539","4 iron, 4 sulfur cluster binding"
"ENSDARG00000074552","NDUFS7","GO:0032981","mitochondrial respiratory chain complex I assembly"
"ENSDARG00000074552","NDUFS7","GO:0048038","quinone binding"
"ENSDARG00000074552","NDUFS7","GO:0015990","electron transport coupled proton transport"
"ENSDARG00000074552","NDUFS7","GO:0005739","mitochondrion"
"ENSDARG00000074552","NDUFS7","GO:0051536","iron-sulfur cluster binding"
"ENSDARG00000035427","surf6","GO:0005634","nucleus"
"ENSDARG00000035427","surf6","GO:0005737","cytoplasm"
"ENSDARG00000035427","surf6","GO:0005739","mitochondrion"
"ENSDARG00000035427","surf6","GO:0007507","heart development"
"ENSDARG00000035427","surf6","GO:0016212","kynurenine-oxoglutarate transaminase activity"
"ENSDARG00000023645","KYAT1","GO:0005634","nucleus"
"ENSDARG00000023645","KYAT1","GO:0005737","cytoplasm"
"ENSDARG00000023645","KYAT1","GO:0005739","mitochondrion"
"ENSDARG00000023645","KYAT1","GO:0007507","heart development"
"ENSDARG00000023645","KYAT1","GO:0016212","kynurenine-oxoglutarate transaminase activity"
"ENSDARG00000099900","TWNK","GO:0005524","ATP binding"
"ENSDARG00000099900","TWNK","GO:0005739","mitochondrion"
"ENSDARG00000099900","TWNK","GO:0003697","single-stranded DNA binding"
"ENSDARG00000099900","TWNK","GO:0006260","DNA replication"
"ENSDARG00000099900","TWNK","GO:0003678","DNA helicase activity"
"ENSDARG00000099900","TWNK","GO:0006264","mitochondrial DNA replication"
"ENSDARG00000099900","TWNK","GO:0043139","5'-3' DNA helicase activity"
"ENSDARG00000075517","si:ch211-120k19.1","GO:0016020","membrane"
"ENSDARG00000075517","si:ch211-120k19.1","GO:0005737","cytoplasm"
"ENSDARG00000075517","si:ch211-120k19.1","GO:0005739","mitochondrion"
"ENSDARG00000075517","si:ch211-120k19.1","GO:0061668","mitochondrial ribosome assembly"
"ENSDARG00000044809","FPGS","GO:0005737","cytoplasm"
"ENSDARG00000044809","FPGS","GO:0046872","metal ion binding"
"ENSDARG00000044809","FPGS","GO:0005829","cytosol"
"ENSDARG00000044809","FPGS","GO:0005524","ATP binding"
"ENSDARG00000044809","FPGS","GO:0005739","mitochondrion"
"ENSDARG00000044809","FPGS","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000044809","FPGS","GO:0016874","ligase activity"
"ENSDARG00000044809","FPGS","GO:0005759","mitochondrial matrix"
"ENSDARG00000044809","FPGS","GO:0006730","one-carbon metabolic process"
"ENSDARG00000044809","FPGS","GO:0004326","tetrahydrofolylpolyglutamate synthase activity"
"ENSDARG00000044809","FPGS","GO:0009396","folic acid-containing compound biosynthetic process"
"ENSDARG00000044809","FPGS","GO:0046901","tetrahydrofolylpolyglutamate biosynthetic process"
"ENSDARG00000044809","FPGS","GO:0009058","biosynthetic process"
"ENSDARG00000044809","FPGS","GO:0016881","acid-amino acid ligase activity"
"ENSDARG00000062971","SDHAF2","GO:0018293","protein-FAD linkage"
"ENSDARG00000062971","SDHAF2","GO:0005739","mitochondrion"
"ENSDARG00000017661","BRAF","GO:0004694","eukaryotic translation initiation factor 2alpha kinase activity"
"ENSDARG00000017661","BRAF","GO:0035403","histone H3T6 kinase activity"
"ENSDARG00000017661","BRAF","GO:0005737","cytoplasm"
"ENSDARG00000017661","BRAF","GO:0046872","metal ion binding"
"ENSDARG00000017661","BRAF","GO:0007165","signal transduction"
"ENSDARG00000017661","BRAF","GO:0005829","cytosol"
"ENSDARG00000017661","BRAF","GO:0004672","protein kinase activity"
"ENSDARG00000017661","BRAF","GO:0005524","ATP binding"
"ENSDARG00000017661","BRAF","GO:0005886","plasma membrane"
"ENSDARG00000017661","BRAF","GO:0004674","protein serine/threonine kinase activity"
"ENSDARG00000017661","BRAF","GO:0005739","mitochondrion"
"ENSDARG00000017661","BRAF","GO:0004709","MAP kinase kinase kinase activity"
"ENSDARG00000017661","BRAF","GO:0000165","MAPK cascade"
"ENSDARG00000017661","BRAF","GO:0006468","protein phosphorylation"
"ENSDARG00000017661","BRAF","GO:0004679","AMP-activated protein kinase activity"
"ENSDARG00000017661","BRAF","GO:0006338","chromatin remodeling"
"ENSDARG00000017661","BRAF","GO:0004676","3-phosphoinositide-dependent protein kinase activity"
"ENSDARG00000017661","BRAF","GO:0004677","DNA-dependent protein kinase activity"
"ENSDARG00000017661","BRAF","GO:0004711","ribosomal protein S6 kinase activity"
"ENSDARG00000017661","BRAF","GO:0035175","histone H3S10 kinase activity"
"ENSDARG00000017661","BRAF","GO:0035402","histone H3T11 kinase activity"
"ENSDARG00000017661","BRAF","GO:0035979","histone H2AXS139 kinase activity"
"ENSDARG00000017661","BRAF","GO:0044022","histone H3S28 kinase activity"
"ENSDARG00000017661","BRAF","GO:0044023","histone H4S1 kinase activity"
"ENSDARG00000017661","BRAF","GO:0044024","histone H2AS1 kinase activity"
"ENSDARG00000017661","BRAF","GO:0044025","histone H2BS14 kinase activity"
"ENSDARG00000017661","BRAF","GO:0072354","histone H3T3 kinase activity"
"ENSDARG00000017661","BRAF","GO:0072371","histone H2AS121 kinase activity"
"ENSDARG00000017661","BRAF","GO:0072518","Rho-dependent protein serine/threonine kinase activity"
"ENSDARG00000017661","BRAF","GO:0140823","histone H2BS36 kinase activity"
"ENSDARG00000017661","BRAF","GO:0140855","histone H3S57 kinase activity"
"ENSDARG00000017661","BRAF","GO:0140857","histone H3T45 kinase activity"
"ENSDARG00000017661","BRAF","GO:1990244","histone H2AT120 kinase activity"
"ENSDARG00000037860","cox6b2","GO:0045277","respiratory chain complex IV"
"ENSDARG00000037860","cox6b2","GO:0005739","mitochondrion"
"ENSDARG00000007449","slc25a39","GO:0016020","membrane"
"ENSDARG00000007449","slc25a39","GO:0046872","metal ion binding"
"ENSDARG00000007449","slc25a39","GO:0005739","mitochondrion"
"ENSDARG00000007449","slc25a39","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000007449","slc25a39","GO:0006783","heme biosynthetic process"
"ENSDARG00000007449","slc25a39","GO:0051537","2 iron, 2 sulfur cluster binding"
"ENSDARG00000007449","slc25a39","GO:1990542","mitochondrial transmembrane transport"
"ENSDARG00000007449","slc25a39","GO:0055085","transmembrane transport"
"ENSDARG00000041306","MRPS25","GO:0005739","mitochondrion"
"ENSDARG00000041306","MRPS25","GO:0003735","structural constituent of ribosome"
"ENSDARG00000013623","VDAC2","GO:0006811","monoatomic ion transport"
"ENSDARG00000013623","VDAC2","GO:0005739","mitochondrion"
"ENSDARG00000013623","VDAC2","GO:0042802","identical protein binding"
"ENSDARG00000013623","VDAC2","GO:0008016","regulation of heart contraction"
"ENSDARG00000013623","VDAC2","GO:0005886","plasma membrane"
"ENSDARG00000013623","VDAC2","GO:0031101","fin regeneration"
"ENSDARG00000013623","VDAC2","GO:0005741","mitochondrial outer membrane"
"ENSDARG00000013623","VDAC2","GO:0015267","channel activity"
"ENSDARG00000013623","VDAC2","GO:0008308","voltage-gated monoatomic anion channel activity"
"ENSDARG00000013623","VDAC2","GO:0098656","monoatomic anion transmembrane transport"
"ENSDARG00000013623","VDAC2","GO:0036444","calcium import into the mitochondrion"
"ENSDARG00000013623","VDAC2","GO:0055085","transmembrane transport"
"ENSDARG00000013623","VDAC2","GO:0015288","porin activity"
"ENSDARG00000013623","VDAC2","GO:0046930","pore complex"
"ENSDARG00000060522","RFK","GO:0005524","ATP binding"
"ENSDARG00000060522","RFK","GO:0016301","kinase activity"
"ENSDARG00000060522","RFK","GO:0005739","mitochondrion"
"ENSDARG00000060522","RFK","GO:0008531","riboflavin kinase activity"
"ENSDARG00000060522","RFK","GO:0006771","riboflavin metabolic process"
"ENSDARG00000060522","RFK","GO:0009231","riboflavin biosynthetic process"
"ENSDARG00000060522","RFK","GO:0009398","FMN biosynthetic process"
"ENSDARG00000029088","GUF1","GO:0016787","hydrolase activity"
"ENSDARG00000029088","GUF1","GO:0003924","GTPase activity"
"ENSDARG00000029088","GUF1","GO:0005525","GTP binding"
"ENSDARG00000029088","GUF1","GO:0005739","mitochondrion"
"ENSDARG00000029088","GUF1","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000029088","GUF1","GO:0006412","translation"
"ENSDARG00000029088","GUF1","GO:0005759","mitochondrial matrix"
"ENSDARG00000029088","GUF1","GO:0045727","positive regulation of translation"
"ENSDARG00000029088","GUF1","GO:0043022","ribosome binding"
"ENSDARG00000029088","GUF1","GO:0097177","mitochondrial ribosome binding"
"ENSDARG00000038900","ACADM","GO:0070991","medium-chain fatty acyl-CoA dehydrogenase activity"
"ENSDARG00000038900","ACADM","GO:0003995","acyl-CoA dehydrogenase activity"
"ENSDARG00000038900","ACADM","GO:0006635","fatty acid beta-oxidation"
"ENSDARG00000038900","ACADM","GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors"
"ENSDARG00000038900","ACADM","GO:0005739","mitochondrion"
"ENSDARG00000038900","ACADM","GO:0050660","flavin adenine dinucleotide binding"
"ENSDARG00000019332","NDUFB4","GO:0005739","mitochondrion"
"ENSDARG00000079391","mrpl42","GO:0005739","mitochondrion"
"ENSDARG00000079391","mrpl42","GO:0005840","ribosome"
"ENSDARG00000079391","mrpl42","GO:1990904","ribonucleoprotein complex"
"ENSDARG00000079391","mrpl42","GO:0005762","mitochondrial large ribosomal subunit"
"ENSDARG00000045913","MRPS10","GO:0005739","mitochondrion"
"ENSDARG00000045913","MRPS10","GO:0003735","structural constituent of ribosome"
"ENSDARG00000045913","MRPS10","GO:0006412","translation"
"ENSDARG00000045913","MRPS10","GO:0005840","ribosome"
"ENSDARG00000045913","MRPS10","GO:1990904","ribonucleoprotein complex"
"ENSDARG00000045913","MRPS10","GO:0005763","mitochondrial small ribosomal subunit"
"ENSDARG00000071691","UQCRC2","GO:0004222","metalloendopeptidase activity"
"ENSDARG00000071691","UQCRC2","GO:0006508","proteolysis"
"ENSDARG00000071691","UQCRC2","GO:0046872","metal ion binding"
"ENSDARG00000071691","UQCRC2","GO:0005739","mitochondrion"
"ENSDARG00000060991","MIEF1","GO:0005739","mitochondrion"
"ENSDARG00000060991","MIEF1","GO:0007005","mitochondrion organization"
"ENSDARG00000060991","MIEF1","GO:0005741","mitochondrial outer membrane"
"ENSDARG00000100116","MRPS24","GO:0005739","mitochondrion"
"ENSDARG00000034933","chchd3b","GO:0061617","MICOS complex"
"ENSDARG00000034933","chchd3b","GO:0005739","mitochondrion"
"ENSDARG00000051986","NDUFS8","GO:0045271","respiratory chain complex I"
"ENSDARG00000051986","NDUFS8","GO:0016020","membrane"
"ENSDARG00000051986","NDUFS8","GO:0016651","oxidoreductase activity, acting on NAD(P)H"
"ENSDARG00000051986","NDUFS8","GO:0051539","4 iron, 4 sulfur cluster binding"
"ENSDARG00000051986","NDUFS8","GO:0032981","mitochondrial respiratory chain complex I assembly"
"ENSDARG00000051986","NDUFS8","GO:0003954","NADH dehydrogenase activity"
"ENSDARG00000051986","NDUFS8","GO:0006120","mitochondrial electron transport, NADH to ubiquinone"
"ENSDARG00000051986","NDUFS8","GO:0005739","mitochondrion"
"ENSDARG00000001788","ATP5PO","GO:0016020","membrane"
"ENSDARG00000001788","ATP5PO","GO:0015986","proton motive force-driven ATP synthesis"
"ENSDARG00000001788","ATP5PO","GO:0005739","mitochondrion"
"ENSDARG00000001788","ATP5PO","GO:0046933","proton-transporting ATP synthase activity, rotational mechanism"
"ENSDARG00000001788","ATP5PO","GO:0006754","ATP biosynthetic process"
"ENSDARG00000001788","ATP5PO","GO:0042776","proton motive force-driven mitochondrial ATP synthesis"
"ENSDARG00000001788","ATP5PO","GO:1902600","proton transmembrane transport"
"ENSDARG00000027355","SLC25A4","GO:0016020","membrane"
"ENSDARG00000027355","SLC25A4","GO:0005739","mitochondrion"
"ENSDARG00000027355","SLC25A4","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000027355","SLC25A4","GO:0015297","antiporter activity"
"ENSDARG00000027355","SLC25A4","GO:1990544","mitochondrial ATP transmembrane transport"
"ENSDARG00000027355","SLC25A4","GO:0140021","mitochondrial ADP transmembrane transport"
"ENSDARG00000027355","SLC25A4","GO:0005471","ATP:ADP antiporter activity"
"ENSDARG00000027355","SLC25A4","GO:0055085","transmembrane transport"
"ENSDARG00000027355","SLC25A4","GO:1901029","negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway"
"ENSDARG00000039649","mtif3","GO:0005739","mitochondrion"
"ENSDARG00000039649","mtif3","GO:0006412","translation"
"ENSDARG00000039649","mtif3","GO:0003743","translation initiation factor activity"
"ENSDARG00000039649","mtif3","GO:0043022","ribosome binding"
"ENSDARG00000039649","mtif3","GO:0006413","translational initiation"
"ENSDARG00000039649","mtif3","GO:0032790","ribosome disassembly"
"ENSDARG00000039649","mtif3","GO:0070124","mitochondrial translational initiation"
"ENSDARG00000032426","COQ8A","GO:0016020","membrane"
"ENSDARG00000032426","COQ8A","GO:0016301","kinase activity"
"ENSDARG00000032426","COQ8A","GO:0005739","mitochondrion"
"ENSDARG00000032426","COQ8A","GO:0006744","ubiquinone biosynthetic process"
"ENSDARG00000063310","OXR1","GO:0042981","regulation of apoptotic process"
"ENSDARG00000063310","OXR1","GO:0005634","nucleus"
"ENSDARG00000063310","OXR1","GO:0005739","mitochondrion"
"ENSDARG00000063310","OXR1","GO:0061550","cranial ganglion development"
"ENSDARG00000063310","OXR1","GO:0006979","response to oxidative stress"
"ENSDARG00000063310","OXR1","GO:1902882","regulation of response to oxidative stress"
"ENSDARG00000067975","atp5if1a","GO:0032780","negative regulation of ATP-dependent activity"
"ENSDARG00000067975","atp5if1a","GO:0042030","ATPase inhibitor activity"
"ENSDARG00000067975","atp5if1a","GO:0005739","mitochondrion"
"ENSDARG00000021555","PRKN","GO:0016567","protein ubiquitination"
"ENSDARG00000021555","PRKN","GO:0005829","cytosol"
"ENSDARG00000021555","PRKN","GO:0005739","mitochondrion"
"ENSDARG00000021555","PRKN","GO:0004842","ubiquitin-protein transferase activity"
"ENSDARG00000021555","PRKN","GO:0008270","zinc ion binding"
"ENSDARG00000021555","PRKN","GO:0005515","protein binding"
"ENSDARG00000020876","PDK2","GO:0004672","protein kinase activity"
"ENSDARG00000020876","PDK2","GO:0005524","ATP binding"
"ENSDARG00000020876","PDK2","GO:0016301","kinase activity"
"ENSDARG00000020876","PDK2","GO:0005739","mitochondrion"
"ENSDARG00000020876","PDK2","GO:0005759","mitochondrial matrix"
"ENSDARG00000020876","PDK2","GO:0004740","pyruvate dehydrogenase (acetyl-transferring) kinase activity"
"ENSDARG00000020876","PDK2","GO:0010906","regulation of glucose metabolic process"
"ENSDARG00000020876","PDK2","GO:0010510","regulation of acetyl-CoA biosynthetic process from pyruvate"
"ENSDARG00000052462","PISD","GO:0004609","phosphatidylserine decarboxylase activity"
"ENSDARG00000052462","PISD","GO:0005739","mitochondrion"
"ENSDARG00000052462","PISD","GO:0008654","phospholipid biosynthetic process"
"ENSDARG00000070083","ATP5F1B","GO:0016020","membrane"
"ENSDARG00000070083","ATP5F1B","GO:0005524","ATP binding"
"ENSDARG00000070083","ATP5F1B","GO:0015986","proton motive force-driven ATP synthesis"
"ENSDARG00000070083","ATP5F1B","GO:0016887","ATP hydrolysis activity"
"ENSDARG00000070083","ATP5F1B","GO:1902600","proton transmembrane transport"
"ENSDARG00000070083","ATP5F1B","GO:0005739","mitochondrion"
"ENSDARG00000070083","ATP5F1B","GO:0046933","proton-transporting ATP synthase activity, rotational mechanism"
"ENSDARG00000070083","ATP5F1B","GO:0006754","ATP biosynthetic process"
"ENSDARG00000070083","ATP5F1B","GO:0042776","proton motive force-driven mitochondrial ATP synthesis"
"ENSDARG00000070083","ATP5F1B","GO:0046961","proton-transporting ATPase activity, rotational mechanism"
"ENSDARG00000070083","ATP5F1B","GO:0046034","ATP metabolic process"
"ENSDARG00000070083","ATP5F1B","GO:0045261","proton-transporting ATP synthase complex, catalytic core F(1)"
"ENSDARG00000070083","ATP5F1B","GO:0045259","proton-transporting ATP synthase complex"
"ENSDARG00000099358","HCCS","GO:0005739","mitochondrion"
"ENSDARG00000099358","HCCS","GO:0004408","holocytochrome-c synthase activity"
"ENSDARG00000103428","OGDH","GO:0005634","nucleus"
"ENSDARG00000103428","OGDH","GO:0005739","mitochondrion"
"ENSDARG00000103428","OGDH","GO:0016491","oxidoreductase activity"
"ENSDARG00000103428","OGDH","GO:0060047","heart contraction"
"ENSDARG00000103428","OGDH","GO:0006096","glycolytic process"
"ENSDARG00000103428","OGDH","GO:0004591","oxoglutarate dehydrogenase (succinyl-transferring) activity"
"ENSDARG00000103428","OGDH","GO:0016624","oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor"
"ENSDARG00000103428","OGDH","GO:0030976","thiamine pyrophosphate binding"
"ENSDARG00000103428","OGDH","GO:0006099","tricarboxylic acid cycle"
"ENSDARG00000103428","OGDH","GO:0045252","oxoglutarate dehydrogenase complex"
"ENSDARG00000074094","TGM2","GO:0005634","nucleus"
"ENSDARG00000074094","TGM2","GO:0005737","cytoplasm"
"ENSDARG00000074094","TGM2","GO:0005886","plasma membrane"
"ENSDARG00000074094","TGM2","GO:0046872","metal ion binding"
"ENSDARG00000074094","TGM2","GO:0005739","mitochondrion"
"ENSDARG00000074094","TGM2","GO:0005576","extracellular region"
"ENSDARG00000074094","TGM2","GO:0008233","peptidase activity"
"ENSDARG00000074094","TGM2","GO:0006508","proteolysis"
"ENSDARG00000074094","TGM2","GO:0005694","chromosome"
"ENSDARG00000074094","TGM2","GO:0005525","GTP binding"
"ENSDARG00000074094","TGM2","GO:0016746","acyltransferase activity"
"ENSDARG00000074094","TGM2","GO:0043065","positive regulation of apoptotic process"
"ENSDARG00000074094","TGM2","GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway"
"ENSDARG00000074094","TGM2","GO:0005829","cytosol"
"ENSDARG00000074094","TGM2","GO:0007399","nervous system development"
"ENSDARG00000074094","TGM2","GO:0003810","protein-glutamine gamma-glutamyltransferase activity"
"ENSDARG00000074094","TGM2","GO:0018149","peptide cross-linking"
"ENSDARG00000009939","MICU2","GO:0046872","metal ion binding"
"ENSDARG00000009939","MICU2","GO:0005509","calcium ion binding"
"ENSDARG00000009939","MICU2","GO:0005739","mitochondrion"
"ENSDARG00000009939","MICU2","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000009939","MICU2","GO:0005758","mitochondrial intermembrane space"
"ENSDARG00000009939","MICU2","GO:0036444","calcium import into the mitochondrion"
"ENSDARG00000009939","MICU2","GO:0051560","mitochondrial calcium ion homeostasis"
"ENSDARG00000009939","MICU2","GO:1990246","uniplex complex"
"ENSDARG00000009939","MICU2","GO:0006851","mitochondrial calcium ion transmembrane transport"
"ENSDARG00000019236","GSR","GO:0005737","cytoplasm"
"ENSDARG00000019236","GSR","GO:0005829","cytosol"
"ENSDARG00000019236","GSR","GO:0000166","nucleotide binding"
"ENSDARG00000019236","GSR","GO:0016491","oxidoreductase activity"
"ENSDARG00000019236","GSR","GO:0005739","mitochondrion"
"ENSDARG00000019236","GSR","GO:0098869","cellular oxidant detoxification"
"ENSDARG00000019236","GSR","GO:0050660","flavin adenine dinucleotide binding"
"ENSDARG00000019236","GSR","GO:0045454","cell redox homeostasis"
"ENSDARG00000019236","GSR","GO:0050661","NADP binding"
"ENSDARG00000019236","GSR","GO:0004362","glutathione-disulfide reductase (NADPH) activity"
"ENSDARG00000019236","GSR","GO:0034599","cellular response to oxidative stress"
"ENSDARG00000019236","GSR","GO:0006749","glutathione metabolic process"
"ENSDARG00000019236","GSR","GO:0016668","oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor"
"ENSDARG00000003206","chchd6a","GO:0061617","MICOS complex"
"ENSDARG00000003206","chchd6a","GO:0005739","mitochondrion"
"ENSDARG00000006137","STAR","GO:0015485","cholesterol binding"
"ENSDARG00000006137","STAR","GO:0120020","cholesterol transfer activity"
"ENSDARG00000006137","STAR","GO:0006694","steroid biosynthetic process"
"ENSDARG00000006137","STAR","GO:0005739","mitochondrion"
"ENSDARG00000006137","STAR","GO:0008289","lipid binding"
"ENSDARG00000058226","AK3","GO:0016776","phosphotransferase activity, phosphate group as acceptor"
"ENSDARG00000058226","AK3","GO:0004017","adenylate kinase activity"
"ENSDARG00000058226","AK3","GO:0006139","nucleobase-containing compound metabolic process"
"ENSDARG00000058226","AK3","GO:0019205","nucleobase-containing compound kinase activity"
"ENSDARG00000058226","AK3","GO:0005739","mitochondrion"
"ENSDARG00000058226","AK3","GO:0005524","ATP binding"
"ENSDARG00000025914","si:dkey-190g11.3","GO:0016020","membrane"
"ENSDARG00000025914","si:dkey-190g11.3","GO:0005739","mitochondrion"
"ENSDARG00000025914","si:dkey-190g11.3","GO:0008168","methyltransferase activity"
"ENSDARG00000025914","si:dkey-190g11.3","GO:0032259","methylation"
"ENSDARG00000025914","si:dkey-190g11.3","GO:0016279","protein-lysine N-methyltransferase activity"
"ENSDARG00000025914","si:dkey-190g11.3","GO:1905706","regulation of mitochondrial ATP synthesis coupled proton transport"
"ENSDARG00000057287","SLC25A16","GO:1990559","mitochondrial coenzyme A transmembrane transport"
"ENSDARG00000057287","SLC25A16","GO:0016020","membrane"
"ENSDARG00000057287","SLC25A16","GO:0055085","transmembrane transport"
"ENSDARG00000057287","SLC25A16","GO:0005739","mitochondrion"
"ENSDARG00000057287","SLC25A16","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000057287","SLC25A16","GO:0015228","coenzyme A transmembrane transporter activity"
"ENSDARG00000033973","MRPS23","GO:0005739","mitochondrion"
"ENSDARG00000033973","MRPS23","GO:0005840","ribosome"
"ENSDARG00000033973","MRPS23","GO:0006412","translation"
"ENSDARG00000033973","MRPS23","GO:0003735","structural constituent of ribosome"
"ENSDARG00000096749","NDUFAF8","GO:0032981","mitochondrial respiratory chain complex I assembly"
"ENSDARG00000096749","NDUFAF8","GO:0005739","mitochondrion"
"ENSDARG00000044942","MRPL45","GO:0005739","mitochondrion"
"ENSDARG00000044942","MRPL45","GO:0005840","ribosome"
"ENSDARG00000044942","MRPL45","GO:1990904","ribonucleoprotein complex"
"ENSDARG00000055339","mipepb","GO:0004222","metalloendopeptidase activity"
"ENSDARG00000055339","mipepb","GO:0006508","proteolysis"
"ENSDARG00000055339","mipepb","GO:0046872","metal ion binding"
"ENSDARG00000055339","mipepb","GO:0005739","mitochondrion"
"ENSDARG00000055339","mipepb","GO:0008237","metallopeptidase activity"
"ENSDARG00000055339","mipepb","GO:0006518","peptide metabolic process"
"ENSDARG00000055339","mipepb","GO:0006627","protein processing involved in protein targeting to mitochondrion"
"ENSDARG00000074356","FXN","GO:0004322","ferroxidase activity"
"ENSDARG00000074356","FXN","GO:0006879","intracellular iron ion homeostasis"
"ENSDARG00000074356","FXN","GO:0008199","ferric iron binding"
"ENSDARG00000074356","FXN","GO:0016226","iron-sulfur cluster assembly"
"ENSDARG00000074356","FXN","GO:0005739","mitochondrion"
"ENSDARG00000074356","FXN","GO:0018283","iron incorporation into metallo-sulfur cluster"
"ENSDARG00000041304","TRAK1","GO:0005739","mitochondrion"
"ENSDARG00000088013","CYP27A1","GO:0046872","metal ion binding"
"ENSDARG00000088013","CYP27A1","GO:0006629","lipid metabolic process"
"ENSDARG00000088013","CYP27A1","GO:0020037","heme binding"
"ENSDARG00000088013","CYP27A1","GO:0005739","mitochondrion"
"ENSDARG00000088013","CYP27A1","GO:0005506","iron ion binding"
"ENSDARG00000088013","CYP27A1","GO:0008203","cholesterol metabolic process"
"ENSDARG00000088013","CYP27A1","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
"ENSDARG00000088013","CYP27A1","GO:0004497","monooxygenase activity"
"ENSDARG00000088013","CYP27A1","GO:0030343","vitamin D3 25-hydroxylase activity"
"ENSDARG00000088013","CYP27A1","GO:0031073","cholesterol 26-hydroxylase activity"
"ENSDARG00000088013","CYP27A1","GO:0036378","calcitriol biosynthetic process from calciol"
"ENSDARG00000012388","cox4i1l","GO:0005739","mitochondrion"
"ENSDARG00000012388","cox4i1l","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000012388","cox4i1l","GO:0006119","oxidative phosphorylation"
"ENSDARG00000012388","cox4i1l","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen"
"ENSDARG00000012388","cox4i1l","GO:0045277","respiratory chain complex IV"
"ENSDARG00000063574","MTG2","GO:0003924","GTPase activity"
"ENSDARG00000063574","MTG2","GO:0005525","GTP binding"
"ENSDARG00000063574","MTG2","GO:0005739","mitochondrion"
"ENSDARG00000063574","MTG2","GO:0000287","magnesium ion binding"
"ENSDARG00000063574","MTG2","GO:0042254","ribosome biogenesis"
"ENSDARG00000055159","CYP27A1","GO:0046872","metal ion binding"
"ENSDARG00000055159","CYP27A1","GO:0006629","lipid metabolic process"
"ENSDARG00000055159","CYP27A1","GO:0020037","heme binding"
"ENSDARG00000055159","CYP27A1","GO:0005739","mitochondrion"
"ENSDARG00000055159","CYP27A1","GO:0005506","iron ion binding"
"ENSDARG00000055159","CYP27A1","GO:0008203","cholesterol metabolic process"
"ENSDARG00000055159","CYP27A1","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
"ENSDARG00000055159","CYP27A1","GO:0004497","monooxygenase activity"
"ENSDARG00000055159","CYP27A1","GO:0030343","vitamin D3 25-hydroxylase activity"
"ENSDARG00000055159","CYP27A1","GO:0031073","cholesterol 26-hydroxylase activity"
"ENSDARG00000055159","CYP27A1","GO:0036378","calcitriol biosynthetic process from calciol"
"ENSDARG00000079881","TCAIM","GO:0005739","mitochondrion"
"ENSDARG00000029064","UQCRQ","GO:0045275","respiratory chain complex III"
"ENSDARG00000029064","UQCRQ","GO:0005739","mitochondrion"
"ENSDARG00000029064","UQCRQ","GO:0005743","mitochondrial inner membrane"
"ENSDARG00000029064","UQCRQ","GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c"
"ENSDARG00000102538","MCCC1","GO:0046872","metal ion binding"
"ENSDARG00000102538","MCCC1","GO:0005524","ATP binding"
"ENSDARG00000102538","MCCC1","GO:0005739","mitochondrion"
"ENSDARG00000102538","MCCC1","GO:0016874","ligase activity"
"ENSDARG00000102538","MCCC1","GO:0004485","methylcrotonoyl-CoA carboxylase activity"
"ENSDARG00000102765","LONP1","GO:0003677","DNA binding"
"ENSDARG00000102765","LONP1","GO:0004252","serine-type endopeptidase activity"
"ENSDARG00000102765","LONP1","GO:0005524","ATP binding"
"ENSDARG00000102765","LONP1","GO:0005739","mitochondrion"
"ENSDARG00000102765","LONP1","GO:0006508","proteolysis"
"ENSDARG00000102765","LONP1","GO:0003697","single-stranded DNA binding"
"ENSDARG00000102765","LONP1","GO:0016887","ATP hydrolysis activity"
"ENSDARG00000102765","LONP1","GO:0004176","ATP-dependent peptidase activity"
"ENSDARG00000102765","LONP1","GO:0005759","mitochondrial matrix"
"ENSDARG00000102765","LONP1","GO:0008236","serine-type peptidase activity"
"ENSDARG00000102765","LONP1","GO:0030163","protein catabolic process"
"ENSDARG00000102765","LONP1","GO:0007005","mitochondrion organization"
"ENSDARG00000102765","LONP1","GO:0043565","sequence-specific DNA binding"
"ENSDARG00000102765","LONP1","GO:0006515","protein quality control for misfolded or incompletely synthesized proteins"
"ENSDARG00000102765","LONP1","GO:0034599","cellular response to oxidative stress"
